protein,relation,pathway
IRS2,associatedWith,R-HSA-112412
KRAS,associatedWith,R-HSA-112412
NRAS,associatedWith,R-HSA-112412
SOS1,associatedWith,R-HSA-112412
CCNH,associatedWith,R-HSA-113418
CDK7,associatedWith,R-HSA-113418
CTDP1,associatedWith,R-HSA-113418
ERCC2,associatedWith,R-HSA-113418
ERCC3,associatedWith,R-HSA-113418
GTF2F1,associatedWith,R-HSA-113418
GTF2F2,associatedWith,R-HSA-113418
GTF2H1,associatedWith,R-HSA-113418
GTF2H2,associatedWith,R-HSA-113418
GTF2H3,associatedWith,R-HSA-113418
GTF2H4,associatedWith,R-HSA-113418
GTF2H5,associatedWith,R-HSA-113418
MNAT1,associatedWith,R-HSA-113418
NCBP1,associatedWith,R-HSA-113418
NCBP2,associatedWith,R-HSA-113418
NELFA,associatedWith,R-HSA-113418
NELFB,associatedWith,R-HSA-113418
NELFCD,associatedWith,R-HSA-113418
NELFE,associatedWith,R-HSA-113418
POLR2A,associatedWith,R-HSA-113418
POLR2B,associatedWith,R-HSA-113418
POLR2C,associatedWith,R-HSA-113418
POLR2D,associatedWith,R-HSA-113418
POLR2E,associatedWith,R-HSA-113418
POLR2F,associatedWith,R-HSA-113418
POLR2G,associatedWith,R-HSA-113418
POLR2H,associatedWith,R-HSA-113418
POLR2I,associatedWith,R-HSA-113418
POLR2J,associatedWith,R-HSA-113418
POLR2K,associatedWith,R-HSA-113418
POLR2L,associatedWith,R-HSA-113418
SUPT4H1,associatedWith,R-HSA-113418
SUPT5H,associatedWith,R-HSA-113418
E2F1,associatedWith,R-HSA-113501
POLA1,associatedWith,R-HSA-113501
POLA2,associatedWith,R-HSA-113501
PPP2CA,associatedWith,R-HSA-113501
PPP2CB,associatedWith,R-HSA-113501
PPP2R1A,associatedWith,R-HSA-113501
PPP2R1B,associatedWith,R-HSA-113501
PPP2R3B,associatedWith,R-HSA-113501
PRIM1,associatedWith,R-HSA-113501
PRIM2,associatedWith,R-HSA-113501
RB1,associatedWith,R-HSA-113501
TFDP1,associatedWith,R-HSA-113501
TFDP2,associatedWith,R-HSA-113501
CCNB1,associatedWith,R-HSA-113507
CDK1,associatedWith,R-HSA-113507
MCM8,associatedWith,R-HSA-113507
ORC1,associatedWith,R-HSA-113507
ORC2,associatedWith,R-HSA-113507
ORC3,associatedWith,R-HSA-113507
ORC4,associatedWith,R-HSA-113507
ORC5,associatedWith,R-HSA-113507
ORC6,associatedWith,R-HSA-113507
BAX,associatedWith,R-HSA-114294
BID,associatedWith,R-HSA-114294
DGKA,associatedWith,R-HSA-114508
DGKB,associatedWith,R-HSA-114508
DGKD,associatedWith,R-HSA-114508
DGKE,associatedWith,R-HSA-114508
DGKG,associatedWith,R-HSA-114508
DGKH,associatedWith,R-HSA-114508
DGKI,associatedWith,R-HSA-114508
DGKK,associatedWith,R-HSA-114508
DGKQ,associatedWith,R-HSA-114508
DGKZ,associatedWith,R-HSA-114508
ITPR1,associatedWith,R-HSA-114508
ITPR2,associatedWith,R-HSA-114508
ITPR3,associatedWith,R-HSA-114508
PRKCD,associatedWith,R-HSA-114508
PRKCE,associatedWith,R-HSA-114508
PRKCH,associatedWith,R-HSA-114508
PRKCQ,associatedWith,R-HSA-114508
RASGRP1,associatedWith,R-HSA-114508
RASGRP2,associatedWith,R-HSA-114508
TRPC3,associatedWith,R-HSA-114508
TRPC6,associatedWith,R-HSA-114508
TRPC7,associatedWith,R-HSA-114508
PRKCA,associatedWith,R-HSA-114516
PRKCB,associatedWith,R-HSA-114516
PRKCG,associatedWith,R-HSA-114516
STX4,associatedWith,R-HSA-114516
STXBP3,associatedWith,R-HSA-114516
CDC42,associatedWith,R-HSA-114604
CLEC1B,associatedWith,R-HSA-114604
FCER1G,associatedWith,R-HSA-114604
FYN,associatedWith,R-HSA-114604
GP6,associatedWith,R-HSA-114604
LAT,associatedWith,R-HSA-114604
LCK,associatedWith,R-HSA-114604
LCP2,associatedWith,R-HSA-114604
LYN,associatedWith,R-HSA-114604
MPIG6B,associatedWith,R-HSA-114604
PDPK1,associatedWith,R-HSA-114604
PDPN,associatedWith,R-HSA-114604
PIK3CA,associatedWith,R-HSA-114604
PIK3CB,associatedWith,R-HSA-114604
PIK3CG,associatedWith,R-HSA-114604
PIK3R1,associatedWith,R-HSA-114604
PIK3R2,associatedWith,R-HSA-114604
PIK3R3,associatedWith,R-HSA-114604
PIK3R5,associatedWith,R-HSA-114604
PIK3R6,associatedWith,R-HSA-114604
PLCG2,associatedWith,R-HSA-114604
PRKCZ,associatedWith,R-HSA-114604
PTPN11,associatedWith,R-HSA-114604
PTPN6,associatedWith,R-HSA-114604
RAC1,associatedWith,R-HSA-114604
RAC2,associatedWith,R-HSA-114604
RHOA,associatedWith,R-HSA-114604
RHOB,associatedWith,R-HSA-114604
RHOG,associatedWith,R-HSA-114604
SYK,associatedWith,R-HSA-114604
VAV1,associatedWith,R-HSA-114604
VAV2,associatedWith,R-HSA-114604
VAV3,associatedWith,R-HSA-114604
A1BG,associatedWith,R-HSA-114608
A2M,associatedWith,R-HSA-114608
ABCC4,associatedWith,R-HSA-114608
ACTN1,associatedWith,R-HSA-114608
ACTN2,associatedWith,R-HSA-114608
ACTN4,associatedWith,R-HSA-114608
AHSG,associatedWith,R-HSA-114608
ALB,associatedWith,R-HSA-114608
ALDOA,associatedWith,R-HSA-114608
ANXA5,associatedWith,R-HSA-114608
APLP2,associatedWith,R-HSA-114608
APOA1,associatedWith,R-HSA-114608
APOH,associatedWith,R-HSA-114608
APOOL,associatedWith,R-HSA-114608
APP,associatedWith,R-HSA-114608
BRPF3,associatedWith,R-HSA-114608
CALM1,associatedWith,R-HSA-114608
CALU,associatedWith,R-HSA-114608
CAP1,associatedWith,R-HSA-114608
CD109,associatedWith,R-HSA-114608
CD36,associatedWith,R-HSA-114608
CD63,associatedWith,R-HSA-114608
CD9,associatedWith,R-HSA-114608
CDC37L1,associatedWith,R-HSA-114608
CFD,associatedWith,R-HSA-114608
CFL1,associatedWith,R-HSA-114608
CHID1,associatedWith,R-HSA-114608
CLEC3B,associatedWith,R-HSA-114608
CLU,associatedWith,R-HSA-114608
CTSW,associatedWith,R-HSA-114608
CYB5R1,associatedWith,R-HSA-114608
ECM1,associatedWith,R-HSA-114608
EGF,associatedWith,R-HSA-114608
ENDOD1,associatedWith,R-HSA-114608
F13A1,associatedWith,R-HSA-114608
F5,associatedWith,R-HSA-114608
F8,associatedWith,R-HSA-114608
FAM3C,associatedWith,R-HSA-114608
FAM49B,associatedWith,R-HSA-114608
FERMT3,associatedWith,R-HSA-114608
FGA,associatedWith,R-HSA-114608
FGB,associatedWith,R-HSA-114608
FGG,associatedWith,R-HSA-114608
FLNA,associatedWith,R-HSA-114608
FN1,associatedWith,R-HSA-114608
GAS6,associatedWith,R-HSA-114608
GTPBP2,associatedWith,R-HSA-114608
HABP4,associatedWith,R-HSA-114608
HGF,associatedWith,R-HSA-114608
HRG,associatedWith,R-HSA-114608
HSPA5,associatedWith,R-HSA-114608
IGF1,associatedWith,R-HSA-114608
IGF2,associatedWith,R-HSA-114608
ISLR,associatedWith,R-HSA-114608
ITGA2B,associatedWith,R-HSA-114608
ITGB3,associatedWith,R-HSA-114608
ITIH3,associatedWith,R-HSA-114608
ITIH4,associatedWith,R-HSA-114608
KNG1,associatedWith,R-HSA-114608
LAMP2,associatedWith,R-HSA-114608
LEFTY2,associatedWith,R-HSA-114608
LGALS3BP,associatedWith,R-HSA-114608
LHFPL2,associatedWith,R-HSA-114608
LY6G6F,associatedWith,R-HSA-114608
MAGED2,associatedWith,R-HSA-114608
MANF,associatedWith,R-HSA-114608
MMRN1,associatedWith,R-HSA-114608
NHLRC2,associatedWith,R-HSA-114608
OLA1,associatedWith,R-HSA-114608
ORM1,associatedWith,R-HSA-114608
ORM2,associatedWith,R-HSA-114608
PCDH7,associatedWith,R-HSA-114608
PCYOX1L,associatedWith,R-HSA-114608
PDGFA,associatedWith,R-HSA-114608
PDGFB,associatedWith,R-HSA-114608
PECAM1,associatedWith,R-HSA-114608
PF4,associatedWith,R-HSA-114608
PFN1,associatedWith,R-HSA-114608
PHACTR2,associatedWith,R-HSA-114608
PLEK,associatedWith,R-HSA-114608
PLG,associatedWith,R-HSA-114608
POTEKP,associatedWith,R-HSA-114608
PPBP,associatedWith,R-HSA-114608
PPIA,associatedWith,R-HSA-114608
PROS1,associatedWith,R-HSA-114608
PSAP,associatedWith,R-HSA-114608
QSOX1,associatedWith,R-HSA-114608
RAB27B,associatedWith,R-HSA-114608
RARRES2,associatedWith,R-HSA-114608
SCCPDH,associatedWith,R-HSA-114608
SCG3,associatedWith,R-HSA-114608
SELENOP,associatedWith,R-HSA-114608
SELP,associatedWith,R-HSA-114608
SERPINA1,associatedWith,R-HSA-114608
SERPINA3,associatedWith,R-HSA-114608
SERPINA4,associatedWith,R-HSA-114608
SERPINE1,associatedWith,R-HSA-114608
SERPINF2,associatedWith,R-HSA-114608
SERPING1,associatedWith,R-HSA-114608
SOD1,associatedWith,R-HSA-114608
SPARC,associatedWith,R-HSA-114608
SPP2,associatedWith,R-HSA-114608
SRGN,associatedWith,R-HSA-114608
STXBP2,associatedWith,R-HSA-114608
SYTL4,associatedWith,R-HSA-114608
TAGLN2,associatedWith,R-HSA-114608
TEX264,associatedWith,R-HSA-114608
TF,associatedWith,R-HSA-114608
TGFB1,associatedWith,R-HSA-114608
TGFB2,associatedWith,R-HSA-114608
TGFB3,associatedWith,R-HSA-114608
THBS1,associatedWith,R-HSA-114608
TIMP1,associatedWith,R-HSA-114608
TIMP3,associatedWith,R-HSA-114608
TLN1,associatedWith,R-HSA-114608
TMSB4X,associatedWith,R-HSA-114608
TMX3,associatedWith,R-HSA-114608
TOR4A,associatedWith,R-HSA-114608
TTN,associatedWith,R-HSA-114608
TUBA4A,associatedWith,R-HSA-114608
VCL,associatedWith,R-HSA-114608
VEGFA,associatedWith,R-HSA-114608
VEGFB,associatedWith,R-HSA-114608
VEGFC,associatedWith,R-HSA-114608
VEGFD,associatedWith,R-HSA-114608
VTI1B,associatedWith,R-HSA-114608
VWF,associatedWith,R-HSA-114608
WDR1,associatedWith,R-HSA-114608
BCL10,associatedWith,R-HSA-1169091
BTRC,associatedWith,R-HSA-1169091
CARD11,associatedWith,R-HSA-1169091
CHUK,associatedWith,R-HSA-1169091
CUL1,associatedWith,R-HSA-1169091
FBXW11,associatedWith,R-HSA-1169091
IKBKB,associatedWith,R-HSA-1169091
IKBKG,associatedWith,R-HSA-1169091
MALT1,associatedWith,R-HSA-1169091
MAP3K7,associatedWith,R-HSA-1169091
NFKB1,associatedWith,R-HSA-1169091
NFKBIA,associatedWith,R-HSA-1169091
NFKBIB,associatedWith,R-HSA-1169091
NFKBIE,associatedWith,R-HSA-1169091
PRKCB,associatedWith,R-HSA-1169091
PSMA1,associatedWith,R-HSA-1169091
PSMA2,associatedWith,R-HSA-1169091
PSMA3,associatedWith,R-HSA-1169091
PSMA4,associatedWith,R-HSA-1169091
PSMA5,associatedWith,R-HSA-1169091
PSMA6,associatedWith,R-HSA-1169091
PSMA7,associatedWith,R-HSA-1169091
PSMA8,associatedWith,R-HSA-1169091
PSMB1,associatedWith,R-HSA-1169091
PSMB10,associatedWith,R-HSA-1169091
PSMB11,associatedWith,R-HSA-1169091
PSMB2,associatedWith,R-HSA-1169091
PSMB3,associatedWith,R-HSA-1169091
PSMB4,associatedWith,R-HSA-1169091
PSMB5,associatedWith,R-HSA-1169091
PSMB6,associatedWith,R-HSA-1169091
PSMB7,associatedWith,R-HSA-1169091
PSMB8,associatedWith,R-HSA-1169091
PSMB9,associatedWith,R-HSA-1169091
PSMC1,associatedWith,R-HSA-1169091
PSMC2,associatedWith,R-HSA-1169091
PSMC3,associatedWith,R-HSA-1169091
PSMC4,associatedWith,R-HSA-1169091
PSMC5,associatedWith,R-HSA-1169091
PSMC6,associatedWith,R-HSA-1169091
PSMD1,associatedWith,R-HSA-1169091
PSMD10,associatedWith,R-HSA-1169091
PSMD11,associatedWith,R-HSA-1169091
PSMD12,associatedWith,R-HSA-1169091
PSMD13,associatedWith,R-HSA-1169091
PSMD14,associatedWith,R-HSA-1169091
PSMD2,associatedWith,R-HSA-1169091
PSMD3,associatedWith,R-HSA-1169091
PSMD4,associatedWith,R-HSA-1169091
PSMD5,associatedWith,R-HSA-1169091
PSMD6,associatedWith,R-HSA-1169091
PSMD7,associatedWith,R-HSA-1169091
PSMD8,associatedWith,R-HSA-1169091
PSMD9,associatedWith,R-HSA-1169091
PSME1,associatedWith,R-HSA-1169091
PSME2,associatedWith,R-HSA-1169091
PSME3,associatedWith,R-HSA-1169091
PSME4,associatedWith,R-HSA-1169091
PSMF1,associatedWith,R-HSA-1169091
REL,associatedWith,R-HSA-1169091
RELA,associatedWith,R-HSA-1169091
RPS27A,associatedWith,R-HSA-1169091
SEM1,associatedWith,R-HSA-1169091
SKP1,associatedWith,R-HSA-1169091
UBA52,associatedWith,R-HSA-1169091
UBB,associatedWith,R-HSA-1169091
UBC,associatedWith,R-HSA-1169091
HRAS,associatedWith,R-HSA-1169092
KRAS,associatedWith,R-HSA-1169092
NRAS,associatedWith,R-HSA-1169092
RASGRP1,associatedWith,R-HSA-1169092
RASGRP3,associatedWith,R-HSA-1169092
AAAS,associatedWith,R-HSA-1169408
ARIH1,associatedWith,R-HSA-1169408
DDX58,associatedWith,R-HSA-1169408
EIF2AK2,associatedWith,R-HSA-1169408
EIF4A1,associatedWith,R-HSA-1169408
EIF4A2,associatedWith,R-HSA-1169408
EIF4A3,associatedWith,R-HSA-1169408
EIF4E,associatedWith,R-HSA-1169408
EIF4E2,associatedWith,R-HSA-1169408
EIF4E3,associatedWith,R-HSA-1169408
EIF4G1,associatedWith,R-HSA-1169408
EIF4G2,associatedWith,R-HSA-1169408
EIF4G3,associatedWith,R-HSA-1169408
FLNB,associatedWith,R-HSA-1169408
HERC5,associatedWith,R-HSA-1169408
IFIT1,associatedWith,R-HSA-1169408
IRF3,associatedWith,R-HSA-1169408
ISG15,associatedWith,R-HSA-1169408
JAK1,associatedWith,R-HSA-1169408
KPNA1,associatedWith,R-HSA-1169408
KPNA2,associatedWith,R-HSA-1169408
KPNA3,associatedWith,R-HSA-1169408
KPNA4,associatedWith,R-HSA-1169408
KPNA5,associatedWith,R-HSA-1169408
KPNA7,associatedWith,R-HSA-1169408
KPNB1,associatedWith,R-HSA-1169408
MAPK3,associatedWith,R-HSA-1169408
MX1,associatedWith,R-HSA-1169408
MX2,associatedWith,R-HSA-1169408
NDC1,associatedWith,R-HSA-1169408
NEDD4,associatedWith,R-HSA-1169408
NUP107,associatedWith,R-HSA-1169408
NUP133,associatedWith,R-HSA-1169408
NUP153,associatedWith,R-HSA-1169408
NUP155,associatedWith,R-HSA-1169408
NUP160,associatedWith,R-HSA-1169408
NUP188,associatedWith,R-HSA-1169408
NUP205,associatedWith,R-HSA-1169408
NUP210,associatedWith,R-HSA-1169408
NUP214,associatedWith,R-HSA-1169408
NUP35,associatedWith,R-HSA-1169408
NUP37,associatedWith,R-HSA-1169408
NUP42,associatedWith,R-HSA-1169408
NUP43,associatedWith,R-HSA-1169408
NUP50,associatedWith,R-HSA-1169408
NUP54,associatedWith,R-HSA-1169408
NUP58,associatedWith,R-HSA-1169408
NUP62,associatedWith,R-HSA-1169408
NUP85,associatedWith,R-HSA-1169408
NUP88,associatedWith,R-HSA-1169408
NUP93,associatedWith,R-HSA-1169408
NUP98,associatedWith,R-HSA-1169408
PIN1,associatedWith,R-HSA-1169408
PLCG1,associatedWith,R-HSA-1169408
POM121,associatedWith,R-HSA-1169408
POM121C,associatedWith,R-HSA-1169408
PPM1B,associatedWith,R-HSA-1169408
RAE1,associatedWith,R-HSA-1169408
RANBP2,associatedWith,R-HSA-1169408
RPS27A,associatedWith,R-HSA-1169408
SEC13,associatedWith,R-HSA-1169408
SEH1L,associatedWith,R-HSA-1169408
STAT1,associatedWith,R-HSA-1169408
TPR,associatedWith,R-HSA-1169408
TRIM25,associatedWith,R-HSA-1169408
UBA52,associatedWith,R-HSA-1169408
UBA7,associatedWith,R-HSA-1169408
UBB,associatedWith,R-HSA-1169408
UBC,associatedWith,R-HSA-1169408
UBE2E1,associatedWith,R-HSA-1169408
UBE2L6,associatedWith,R-HSA-1169408
UBE2N,associatedWith,R-HSA-1169408
USP18,associatedWith,R-HSA-1169408
USP41,associatedWith,R-HSA-1169408
BTRC,associatedWith,R-HSA-1170546
CSH1,associatedWith,R-HSA-1170546
CUL1,associatedWith,R-HSA-1170546
GH1,associatedWith,R-HSA-1170546
GH2,associatedWith,R-HSA-1170546
GHR,associatedWith,R-HSA-1170546
JAK2,associatedWith,R-HSA-1170546
PRL,associatedWith,R-HSA-1170546
PRLR,associatedWith,R-HSA-1170546
PTPN11,associatedWith,R-HSA-1170546
RBX1,associatedWith,R-HSA-1170546
SH2B1,associatedWith,R-HSA-1170546
SKP1,associatedWith,R-HSA-1170546
STAT5A,associatedWith,R-HSA-1170546
STAT5B,associatedWith,R-HSA-1170546
ACVR1B,associatedWith,R-HSA-1181150
ACVR1C,associatedWith,R-HSA-1181150
ACVR2A,associatedWith,R-HSA-1181150
ACVR2B,associatedWith,R-HSA-1181150
CER1,associatedWith,R-HSA-1181150
CFC1,associatedWith,R-HSA-1181150
DAND5,associatedWith,R-HSA-1181150
DRAP1,associatedWith,R-HSA-1181150
FOXH1,associatedWith,R-HSA-1181150
FOXO3,associatedWith,R-HSA-1181150
FURIN,associatedWith,R-HSA-1181150
GDF1,associatedWith,R-HSA-1181150
LEFTY1,associatedWith,R-HSA-1181150
LEFTY2,associatedWith,R-HSA-1181150
NODAL,associatedWith,R-HSA-1181150
PCSK6,associatedWith,R-HSA-1181150
SMAD2,associatedWith,R-HSA-1181150
SMAD3,associatedWith,R-HSA-1181150
SMAD4,associatedWith,R-HSA-1181150
TDGF1,associatedWith,R-HSA-1181150
TDGF1P3,associatedWith,R-HSA-1181150
ACD,associatedWith,R-HSA-1221632
ATR,associatedWith,R-HSA-1221632
BRCA1,associatedWith,R-HSA-1221632
DIDO1,associatedWith,R-HSA-1221632
FKBP6,associatedWith,R-HSA-1221632
H2AFB1,associatedWith,R-HSA-1221632
H2AFJ,associatedWith,R-HSA-1221632
H2AFV,associatedWith,R-HSA-1221632
H2AFX,associatedWith,R-HSA-1221632
H2AFZ,associatedWith,R-HSA-1221632
H2BFS,associatedWith,R-HSA-1221632
HIST1H2AB,associatedWith,R-HSA-1221632
HIST1H2AC,associatedWith,R-HSA-1221632
HIST1H2AD,associatedWith,R-HSA-1221632
HIST1H2AE,associatedWith,R-HSA-1221632
HIST1H2AJ,associatedWith,R-HSA-1221632
HIST1H2BA,associatedWith,R-HSA-1221632
HIST1H2BB,associatedWith,R-HSA-1221632
HIST1H2BC,associatedWith,R-HSA-1221632
HIST1H2BD,associatedWith,R-HSA-1221632
HIST1H2BE,associatedWith,R-HSA-1221632
HIST1H2BF,associatedWith,R-HSA-1221632
HIST1H2BG,associatedWith,R-HSA-1221632
HIST1H2BH,associatedWith,R-HSA-1221632
HIST1H2BI,associatedWith,R-HSA-1221632
HIST1H2BJ,associatedWith,R-HSA-1221632
HIST1H2BK,associatedWith,R-HSA-1221632
HIST1H2BL,associatedWith,R-HSA-1221632
HIST1H2BM,associatedWith,R-HSA-1221632
HIST1H2BN,associatedWith,R-HSA-1221632
HIST1H2BO,associatedWith,R-HSA-1221632
HIST1H4A,associatedWith,R-HSA-1221632
HIST1H4B,associatedWith,R-HSA-1221632
HIST1H4C,associatedWith,R-HSA-1221632
HIST1H4D,associatedWith,R-HSA-1221632
HIST1H4E,associatedWith,R-HSA-1221632
HIST1H4F,associatedWith,R-HSA-1221632
HIST1H4H,associatedWith,R-HSA-1221632
HIST1H4I,associatedWith,R-HSA-1221632
HIST1H4J,associatedWith,R-HSA-1221632
HIST1H4K,associatedWith,R-HSA-1221632
HIST1H4L,associatedWith,R-HSA-1221632
HIST2H2AA3,associatedWith,R-HSA-1221632
HIST2H2AA4,associatedWith,R-HSA-1221632
HIST2H2AC,associatedWith,R-HSA-1221632
HIST2H2BE,associatedWith,R-HSA-1221632
HIST2H4A,associatedWith,R-HSA-1221632
HIST2H4B,associatedWith,R-HSA-1221632
HIST3H2BB,associatedWith,R-HSA-1221632
HIST3H3,associatedWith,R-HSA-1221632
HIST4H4,associatedWith,R-HSA-1221632
HSPA2,associatedWith,R-HSA-1221632
LMNA,associatedWith,R-HSA-1221632
LMNB1,associatedWith,R-HSA-1221632
POT1,associatedWith,R-HSA-1221632
RAD21,associatedWith,R-HSA-1221632
REC8,associatedWith,R-HSA-1221632
SMC1A,associatedWith,R-HSA-1221632
SMC1B,associatedWith,R-HSA-1221632
SMC3,associatedWith,R-HSA-1221632
STAG1,associatedWith,R-HSA-1221632
STAG2,associatedWith,R-HSA-1221632
STAG3,associatedWith,R-HSA-1221632
SUN1,associatedWith,R-HSA-1221632
SUN2,associatedWith,R-HSA-1221632
SYCE1,associatedWith,R-HSA-1221632
SYCE2,associatedWith,R-HSA-1221632
SYCE3,associatedWith,R-HSA-1221632
SYCP1,associatedWith,R-HSA-1221632
SYCP2,associatedWith,R-HSA-1221632
SYCP3,associatedWith,R-HSA-1221632
SYNE1,associatedWith,R-HSA-1221632
SYNE2,associatedWith,R-HSA-1221632
TERF1,associatedWith,R-HSA-1221632
TERF2,associatedWith,R-HSA-1221632
TERF2IP,associatedWith,R-HSA-1221632
TEX12,associatedWith,R-HSA-1221632
TINF2,associatedWith,R-HSA-1221632
UBE2I,associatedWith,R-HSA-1221632
LTF,associatedWith,R-HSA-1222449
ATP6V0A1,associatedWith,R-HSA-1222556
ATP6V0A2,associatedWith,R-HSA-1222556
ATP6V0A4,associatedWith,R-HSA-1222556
ATP6V0B,associatedWith,R-HSA-1222556
ATP6V0C,associatedWith,R-HSA-1222556
ATP6V0D1,associatedWith,R-HSA-1222556
ATP6V0D2,associatedWith,R-HSA-1222556
ATP6V0E1,associatedWith,R-HSA-1222556
ATP6V0E2,associatedWith,R-HSA-1222556
ATP6V1A,associatedWith,R-HSA-1222556
ATP6V1B1,associatedWith,R-HSA-1222556
ATP6V1B2,associatedWith,R-HSA-1222556
ATP6V1C1,associatedWith,R-HSA-1222556
ATP6V1C2,associatedWith,R-HSA-1222556
ATP6V1D,associatedWith,R-HSA-1222556
ATP6V1E1,associatedWith,R-HSA-1222556
ATP6V1E2,associatedWith,R-HSA-1222556
ATP6V1F,associatedWith,R-HSA-1222556
ATP6V1G1,associatedWith,R-HSA-1222556
ATP6V1G2,associatedWith,R-HSA-1222556
ATP6V1G3,associatedWith,R-HSA-1222556
ATP6V1H,associatedWith,R-HSA-1222556
CYBA,associatedWith,R-HSA-1222556
CYBB,associatedWith,R-HSA-1222556
HVCN1,associatedWith,R-HSA-1222556
NCF1,associatedWith,R-HSA-1222556
NCF2,associatedWith,R-HSA-1222556
NCF4,associatedWith,R-HSA-1222556
NOS1,associatedWith,R-HSA-1222556
NOS2,associatedWith,R-HSA-1222556
NOS3,associatedWith,R-HSA-1222556
RAC2,associatedWith,R-HSA-1222556
SLC11A1,associatedWith,R-HSA-1222556
TCIRG1,associatedWith,R-HSA-1222556
BTC,associatedWith,R-HSA-1227986
CDC37,associatedWith,R-HSA-1227986
EGF,associatedWith,R-HSA-1227986
EGFR,associatedWith,R-HSA-1227986
ERBB2,associatedWith,R-HSA-1227986
ERBB3,associatedWith,R-HSA-1227986
ERBB4,associatedWith,R-HSA-1227986
ERBIN,associatedWith,R-HSA-1227986
EREG,associatedWith,R-HSA-1227986
FYN,associatedWith,R-HSA-1227986
HBEGF,associatedWith,R-HSA-1227986
HSP90AA1,associatedWith,R-HSA-1227986
NRG1,associatedWith,R-HSA-1227986
NRG2,associatedWith,R-HSA-1227986
NRG3,associatedWith,R-HSA-1227986
NRG4,associatedWith,R-HSA-1227986
SRC,associatedWith,R-HSA-1227986
YES1,associatedWith,R-HSA-1227986
ARNT,associatedWith,R-HSA-1234158
CA9,associatedWith,R-HSA-1234158
CITED2,associatedWith,R-HSA-1234158
CREBBP,associatedWith,R-HSA-1234158
EP300,associatedWith,R-HSA-1234158
EPAS1,associatedWith,R-HSA-1234158
EPO,associatedWith,R-HSA-1234158
HIF1A,associatedWith,R-HSA-1234158
HIF3A,associatedWith,R-HSA-1234158
HIGD1A,associatedWith,R-HSA-1234158
VEGFA,associatedWith,R-HSA-1234158
EPAS1,associatedWith,R-HSA-1234174
HIF1A,associatedWith,R-HSA-1234174
HIF1AN,associatedWith,R-HSA-1234174
AJUBA,associatedWith,R-HSA-1234176
CUL2,associatedWith,R-HSA-1234176
EGLN1,associatedWith,R-HSA-1234176
EGLN2,associatedWith,R-HSA-1234176
EGLN3,associatedWith,R-HSA-1234176
ELOB,associatedWith,R-HSA-1234176
ELOC,associatedWith,R-HSA-1234176
EPAS1,associatedWith,R-HSA-1234176
HIF1A,associatedWith,R-HSA-1234176
HIF3A,associatedWith,R-HSA-1234176
LIMD1,associatedWith,R-HSA-1234176
PSMA1,associatedWith,R-HSA-1234176
PSMA2,associatedWith,R-HSA-1234176
PSMA3,associatedWith,R-HSA-1234176
PSMA4,associatedWith,R-HSA-1234176
PSMA5,associatedWith,R-HSA-1234176
PSMA6,associatedWith,R-HSA-1234176
PSMA7,associatedWith,R-HSA-1234176
PSMA8,associatedWith,R-HSA-1234176
PSMB1,associatedWith,R-HSA-1234176
PSMB10,associatedWith,R-HSA-1234176
PSMB11,associatedWith,R-HSA-1234176
PSMB2,associatedWith,R-HSA-1234176
PSMB3,associatedWith,R-HSA-1234176
PSMB4,associatedWith,R-HSA-1234176
PSMB5,associatedWith,R-HSA-1234176
PSMB6,associatedWith,R-HSA-1234176
PSMB7,associatedWith,R-HSA-1234176
PSMB8,associatedWith,R-HSA-1234176
PSMB9,associatedWith,R-HSA-1234176
PSMC1,associatedWith,R-HSA-1234176
PSMC2,associatedWith,R-HSA-1234176
PSMC3,associatedWith,R-HSA-1234176
PSMC4,associatedWith,R-HSA-1234176
PSMC5,associatedWith,R-HSA-1234176
PSMC6,associatedWith,R-HSA-1234176
PSMD1,associatedWith,R-HSA-1234176
PSMD10,associatedWith,R-HSA-1234176
PSMD11,associatedWith,R-HSA-1234176
PSMD12,associatedWith,R-HSA-1234176
PSMD13,associatedWith,R-HSA-1234176
PSMD14,associatedWith,R-HSA-1234176
PSMD2,associatedWith,R-HSA-1234176
PSMD3,associatedWith,R-HSA-1234176
PSMD4,associatedWith,R-HSA-1234176
PSMD5,associatedWith,R-HSA-1234176
PSMD6,associatedWith,R-HSA-1234176
PSMD7,associatedWith,R-HSA-1234176
PSMD8,associatedWith,R-HSA-1234176
PSMD9,associatedWith,R-HSA-1234176
PSME1,associatedWith,R-HSA-1234176
PSME2,associatedWith,R-HSA-1234176
PSME3,associatedWith,R-HSA-1234176
PSME4,associatedWith,R-HSA-1234176
PSMF1,associatedWith,R-HSA-1234176
RBX1,associatedWith,R-HSA-1234176
RPS27A,associatedWith,R-HSA-1234176
SEM1,associatedWith,R-HSA-1234176
UBA52,associatedWith,R-HSA-1234176
UBB,associatedWith,R-HSA-1234176
UBC,associatedWith,R-HSA-1234176
UBE2D1,associatedWith,R-HSA-1234176
